20	0.602
25	1.514
30	0.716
35	0.022
40	0.026
45	0.027
50	0.030
55	0.035
60	0.036
65	0.037
70	0.041
75	0.043
80	0.046
85	0.048
90	0.051
95	0.053
100	0.059
105	0.061
110	0.072
115	0.068
120	0.072
125	0.072
130	0.074
135	0.077
140	0.082
145	0.085
150	0.093
155	0.093
160	0.095
165	0.096
170	0.099
175	0.100
180	0.105
185	0.108
190	0.115
195	0.119
200	0.128
205	0.132
210	0.131
215	0.131
220	0.135
225	0.137
230	0.142
235	0.145
240	0.152
245	0.152
250	0.158
255	0.159
260	0.164
265	0.171
270	0.174
275	0.179
280	0.186
285	0.189
290	0.201
295	0.207
300	0.220
305	0.221
310	0.221
315	0.216
320	0.220
325	0.226
330	0.226
335	0.237
340	0.236
345	0.239
350	0.238
355	0.251
360	0.252
365	0.255
370	0.256
375	0.268
380	0.266
385	0.277
390	0.280
395	0.293
400	0.292
405	0.288
410	0.303
415	0.307
420	0.315
425	0.327
430	0.328
435	0.326
440	0.337
445	0.347
450	0.362
455	0.352
460	0.365
465	0.380
470	0.381
475	0.389
480	0.402
485	0.411
490	0.416
495	0.429
500	0.435
505	0.440
510	0.470
515	0.467
520	0.455
525	0.485
530	0.488
535	0.499
540	0.508
545	0.516
550	0.528
555	0.562
560	0.564
565	0.575
570	0.588
575	0.597
580	0.612
585	0.635
590	0.679
595	0.718
600	0.846
605	0.901
610	1.093
615	1.229
620	1.052
625	0.905
630	0.811
635	0.762
640	0.778
645	0.813
650	0.805
655	0.842
660	0.866
665	0.872
670	0.922
675	0.927
680	0.946
685	0.955
690	1.040
695	1.041
700	1.108
705	1.169
710	1.148
715	1.242
720	1.277
725	1.197
730	1.301
735	1.266
740	1.314
745	1.419
750	1.401
755	1.570
760	1.518
765	1.654
770	1.687
775	1.781
780	1.929
785	1.817
790	2.099
795	2.240
800	2.247
805	2.381
810	2.740
815	2.665
820	3.038
825	3.693
830	3.723
835	3.802
840	4.596
845	4.916
850	6.011
855	7.376
860	8.038
865	9.276
870	14.370
875	15.167
880	17.654
885	17.774
890	21.552
895	24.991
900	27.240
905	26.943
910	28.406
915	32.695
920	33.479
925	32.785
930	35.089
935	36.103
940	37.527
945	41.255
950	40.471
955	42.071
960	45.107
965	47.770
970	46.674
975	50.199
980	50.981
985	51.624
990	52.925
995	56.301
1000	58.660
1005	60.727
1010	62.149
1015	63.863
1020	62.866
1025	66.205
1030	68.262
1035	72.735
1040	71.296
1045	73.198
1050	74.845
1055	76.582
1060	78.218
1065	79.896
1070	81.425
1075	83.785
1080	84.808
1085	87.277
1090	88.896
1095	91.516
1100	88.362
1105	94.032
1110	92.482
1115	97.492
1120	98.562
1125	100.582
1130	99.324
1135	101.881
1140	101.973
1145	105.752
1150	104.767
1155	106.293
1160	107.754
1165	109.213
1170	110.648
1175	111.608
1180	114.347
1185	117.251
1190	115.808
1195	116.835
1200	118.072
1205	119.577
1210	121.010
1215	122.386
1220	124.903
1225	127.002
1230	127.777
1235	128.799
1240	129.787
1245	131.468
1250	130.785
1255	131.939
1260	133.131
1265	134.736
1270	135.708
1275	136.929
1280	138.218
1285	140.583
1290	137.720
1295	143.252
1300	142.434
1305	143.622
1310	142.556
1315	145.895
1320	149.369
1325	151.722
1330	152.945
1335	153.853
1340	153.339
1345	155.259
1350	155.654
1355	156.305
1360	157.549
1365	158.101
1370	159.684
1375	160.265
1380	160.433
1385	162.137
1390	163.195
1395	164.325
1400	165.258
1405	166.196
1410	167.212
1415	168.013
1420	169.198
1425	170.284
1430	171.349
1435	172.214
1440	173.060
1445	174.433
1450	175.242
1455	176.383
1460	173.034
1465	173.205
1470	178.510
1475	177.500
1480	176.146
1485	180.452
1490	180.400
1495	181.271
