0.02	0.145241746963
0.025	0.186949810235
0.03	0.0995204306855
0.035	0.574813801209
0.04	0.0882183187809
0.045	0.10212638888
0.05	0.223197104929
0.055	0.124858146986
0.06	0.0940612053771
0.065	0.0968344325304
0.07	0.0940612053771
0.075	0.0851273868136
0.08	0.0882183187809
0.085	0.0911924167588
0.09	0.0995204306855
0.095	0.159651316167
0.1	0.28252492236
0.105	0.55456969104
0.11	0.148591954542
0.115	0.15345143442
0.12	0.0995204306855
0.125	0.0785369146911
0.13	0.0940612053771
0.135	0.0785369146911
0.14	0.0940612053771
0.145	0.0968344325304
0.15	0.0882183187809
0.155	0.0911924167588
0.16	0.0940612053771
0.165	0.0785369146911
0.17	0.104658560997
0.175	0.107122427668
0.18	0.0882183187809
0.185	0.107122427668
0.19	0.075
0.195	0.111864040403
0.2	0.0882183187809
0.205	0.0911924167588
0.21	0.0819058301885
0.215	0.063081030379
0.22	0.0940612053771
0.225	0.0911924167588
0.23	0.0940612053771
0.235	0.0416830354794
0.24	0.075
0.245	0.0785369146911
0.25	0.075
0.255	0.10212638888
0.26	0.0882183187809
0.265	0.063081030379
0.27	0.104658560997
0.275	0.0785369146911
0.28	0.0882183187809
0.285	0.10212638888
0.29	0.0673108938047
0.295	0.0785369146911
0.3	0.0940612053771
0.305	0.0785369146911
0.31	0.104658560997
0.315	0.0851273868136
0.32	0.0819058301885
0.325	0.0416830354794
0.33	0.0819058301885
0.335	0.0416830354794
0.34	0.114149906367
0.345	0.0712691301635
0.35	0.104658560997
0.355	0.0712691301635
0.36	0.104658560997
0.365	0.063081030379
0.37	0.0882183187809
0.375	0.053536517502
0.38	0.0
0.385	0.0851273868136
0.39	0.130794812583
0.395	0.0785369146911
0.4	0.0585187470712
0.405	0.0785369146911
0.41	0.0585187470712
0.415	0.0851273868136
0.42	0.048
0.425	0.0968344325304
0.43	0.0673108938047
0.435	0.0416830354794
0.44	0.0
0.445	0.063081030379
0.45	0.0341446244026
0.455	(0.00175-0.0647837749749j)
0.46	0.0341446244026
0.465	0.0416830354794
0.47	(0.001-0.048979587585j)
0.475	0.0785369146911
0.48	0.0673108938047
0.485	0.0712691301635
0.49	0.075
0.495	(0.00125-0.0547579902845j)
0.5	0.0819058301885
0.505	0.11638385544
0.51	0.0995204306855
0.515	0.0851273868136
0.52	(0.0025-0.077419312836j)
0.525	0.124858146986
0.53	0.075
0.535	0.063081030379
0.54	0.104658560997
0.545	(0.00275-0.0811938267358j)
0.55	0.0673108938047
0.555	0.0785369146911
0.56	0.048
0.565	0.0242461731705
0.57	0.0
0.575	0.0851273868136
0.58	0.0585187470712
0.585	0.0911924167588
0.59	0.048
0.595	0.0712691301635
0.6	0.0819058301885
0.605	0.107122427668
0.61	0.075
0.615	0.136427692846
0.62	0.0341446244026
0.625	0.053536517502
0.63	0.141795241168
0.635	0.128851839299
0.64	0.126873546504
0.645	(0.00225-0.0734502382569j)
0.65	0.0341446244026
0.655	0.0712691301635
0.66	0.0673108938047
0.665	(0.00375-0.0947941849482j)
0.67	0.122803697944
0.675	0.0416830354794
0.68	0.048
0.685	(0.00175-0.0647837749749j)
0.69	0.109522823822
0.695	0.0911924167588
0.7	(0.0005-0.0346374075242j)
0.705	0.120708081344
0.71	0.0585187470712
0.715	0.053536517502
0.72	(0.001-0.048979587585j)
0.725	0.136427692846
0.73	0.122803697944
0.735	0.140033497079
0.74	0.104658560997
0.745	0.0785369146911
0.75	0.0673108938047
0.755	0.0242461731705
0.76	(0.0025-0.077419312836j)
0.765	0.124858146986
0.77	(0.006-0.119849906133j)
0.775	0.10212638888
0.78	0.0882183187809
0.785	0.053536517502
0.79	0.0819058301885
0.795	(0.00625-0.122314911192j)
0.8	0.109522823822
0.805	(0.00275-0.0811938267358j)
0.81	0.0341446244026
0.815	0.150233112468
0.82	(0.0075-0.133954283246j)
0.825	(0.00175-0.0647837749749j)
0.83	(0.002-0.0692531587727j)
0.835	0.0712691301635
0.84	0.048
0.845	(0.00275-0.0811938267358j)
0.85	0.145241746963
0.855	0.0242461731705
0.86	(0.0015-0.0599812470694j)
0.865	0.107122427668
0.87	(0.0065-0.124730709931j)
0.875	0.063081030379
0.88	(0.0065-0.124730709931j)
0.885	0.063081030379
0.89	0.0819058301885
0.895	0.0242461731705
0.9	(0.0015-0.0599812470694j)
0.905	0.165567120265
0.91	(0.01-0.154596248337j)
0.915	0.0242461731705
0.92	0.0819058301885
0.925	0.11638385544
0.93	0.0
0.935	0.124858146986
0.94	0.0341446244026
0.945	0.140033497079
0.95	(0.001-0.048979587585j)
0.955	0.165567120265
0.96	0.0882183187809
0.965	0.0851273868136
0.97	(0.0005-0.0346374075242j)
0.975	0.107122427668
0.98	0.104658560997
0.985	0.10212638888
0.99	0.104658560997
0.995	0.0968344325304
1.0	0.104658560997
1.005	0.124858146986
1.01	(0.0095-0.150697544771j)
1.015	0.063081030379
1.02	0.109522823822
1.025	0.0785369146911
1.03	0.155030027322
1.035	(0.00425-0.10090558706j)
1.04	(0.0015-0.0599812470694j)
1.045	0.132704114874
1.05	0.109522823822
1.055	0.053536517502
1.06	0.0341446244026
1.065	(0.00625-0.122314911192j)
1.07	(0.006-0.119849906133j)
1.075	0.0911924167588
1.08	0.138244694302
1.085	(0.00025-0.0244936216187j)
1.09	(0.001-0.048979587585j)
1.095	0.0712691301635
1.1	(0.004-0.0978979060042j)
1.105	0.11638385544
1.11	0.075
1.115	0.0851273868136
1.12	0.048
1.125	(0.00525-0.112126881255j)
1.13	(0.018-0.207065207121j)
1.135	0.136427692846
1.14	0.0819058301885
1.145	0.0242461731705
1.15	0.141795241168
1.155	0.0968344325304
1.16	(0.0035-0.0915846602876j)
1.165	(0.00025-0.0244936216187j)
1.17	0.130794812583
1.175	0.168428655446
1.18	(0.0005-0.0346374075242j)
1.185	(0.00375-0.0947941849482j)
1.19	0.161155549868
1.195	0.0911924167588
1.2	(0.009-0.146693558141j)
1.205	0.0968344325304
1.21	0.0341446244026
1.215	(0.00375-0.0947941849482j)
1.22	0.0940612053771
1.225	0.0416830354794
1.23	(0.0095-0.150697544771j)
1.235	0.0416830354794
1.24	0.0341446244026
1.245	0.0712691301635
1.25	0.104658560997
1.255	0.184447819322
1.26	0.0341446244026
1.265	0.156589129438
1.27	(0.0015-0.0599812470694j)
1.275	0.0416830354794
1.28	(0.0005-0.0346374075242j)
1.285	0.10212638888
1.29	0.130794812583
1.295	(0.00975-0.152659547687j)
1.3	0.075
1.305	0.10212638888
1.31	0.118568980967
1.315	(0.00525-0.112126881255j)
1.32	0.075
1.325	(0.00025-0.0244936216187j)
1.33	(0.022-0.228726911403j)
1.335	(0.01125-0.163931197458j)
1.34	0.114149906367
1.345	(0.00125-0.0547579902845j)
1.35	(0.003-0.0847997641506j)
1.355	0.0712691301635
1.36	0.130794812583
1.365	(0.00525-0.112126881255j)
1.37	(0.003-0.0847997641506j)
1.375	0.150233112468
1.38	0.126873546504
1.385	(0.01125-0.163931197458j)
1.39	0.104658560997
