poll	workload	req_delay	req_min	req_max	rep_delay	rep_min	rep_max
5700	5	198.997	156.210	252.494	0.004	0.004	0.004
5720	5	201.788	174.453	255.174	0.004	0.004	0.004
5740	5	201.120	158.675	256.424	0.004	0.004	0.004
5760	5	202.671	159.907	258.389	0.004	0.004	0.004
5780	5	203.760	178.530	261.076	0.004	0.004	0.004
5800	5	205.306	179.889	263.044	0.004	0.004	0.004
5820	5	204.647	171.319	258.429	0.004	0.004	0.004
5840	5	205.551	172.605	260.347	0.004	0.004	0.004
5860	5	206.484	173.892	262.265	0.004	0.004	0.004
5880	5	206.711	175.179	257.078	0.004	0.004	0.004
5900	5	207.772	176.465	258.945	0.004	0.004	0.004
5920	5	207.752	177.752	260.811	0.004	0.004	0.004
5940	5	211.759	189.664	266.065	0.006	0.004	0.026
5960	5	207.787	180.325	256.899	0.004	0.004	0.004
5980	5	208.671	181.612	258.710	0.004	0.004	0.004
20	7	12.992	6.461	23.211	1.494	0.190	7.661
40	7	5.588	0.910	9.784	8.446	0.041	67.951
60	7	0.668	0.227	1.035	0.045	0.005	0.207
80	7	0.107	0.044	0.218	0.008	0.004	0.027
100	7	0.082	0.053	0.115	0.078	0.005	0.169
120	7	0.067	0.056	0.072	0.032	0.004	0.104
140	7	0.077	0.071	0.088	0.007	0.004	0.015
160	7	0.091	0.078	0.104	0.005	0.004	0.011
180	7	0.101	0.093	0.116	0.005	0.004	0.010
200	7	0.111	0.099	0.128	0.005	0.004	0.015
220	7	0.122	0.115	0.137	0.005	0.004	0.009
240	7	0.137	0.118	0.152	0.007	0.004	0.028
260	7	0.151	0.130	0.168	0.005	0.004	0.010
280	7	0.162	0.142	0.183	0.006	0.004	0.021
300	7	0.176	0.151	0.202	0.006	0.004	0.022
320	7	0.193	0.164	0.220	0.004	0.004	0.004
340	7	0.197	0.167	0.211	0.004	0.004	0.004
360	7	0.215	0.191	0.243	0.004	0.004	0.005
380	7	0.228	0.200	0.256	0.006	0.004	0.025
400	7	0.235	0.197	0.272	0.005	0.004	0.008
420	7	0.245	0.189	0.291	0.005	0.004	0.012
440	7	0.272	0.232	0.323	0.004	0.004	0.006
460	7	0.284	0.241	0.324	0.004	0.004	0.006
480	7	0.296	0.250	0.347	0.005	0.004	0.010
500	7	0.304	0.278	0.330	0.004	0.004	0.006
520	7	0.325	0.273	0.356	0.004	0.004	0.004
540	7	0.349	0.302	0.394	0.004	0.004	0.004
560	7	0.362	0.309	0.439	0.004	0.004	0.005
580	7	0.371	0.339	0.420	0.004	0.004	0.004
600	7	0.389	0.346	0.469	0.004	0.004	0.005
620	7	0.408	0.360	0.513	0.006	0.004	0.016
640	7	0.451	0.384	0.546	0.004	0.004	0.004
660	7	0.444	0.388	0.509	0.007	0.004	0.029
680	7	0.476	0.390	0.554	0.005	0.004	0.013
700	7	0.481	0.403	0.547	0.005	0.004	0.015
720	7	0.494	0.420	0.586	0.006	0.004	0.018
740	7	0.535	0.445	0.596	0.006	0.004	0.023
760	7	0.547	0.425	0.647	0.005	0.004	0.013
780	7	0.591	0.486	0.693	0.005	0.004	0.014
800	7	0.585	0.476	0.699	0.005	0.004	0.012
820	7	0.614	0.478	0.707	0.004	0.004	0.004
840	7	0.604	0.427	0.731	0.007	0.004	0.023
