poll	workload	req_delay	req_min	req_max	rep_delay	rep_min	rep_max
20	50	0.014	0.014	0.014	0.016	0.016	0.016
40	50	0.023	0.023	0.023	0.004	0.004	0.004
60	50	0.034	0.034	0.034	0.004	0.004	0.004
80	50	0.043	0.043	0.043	0.004	0.004	0.004
100	50	0.055	0.055	0.055	0.082	0.082	0.082
120	50	0.064	0.064	0.064	0.005	0.005	0.005
140	50	0.074	0.074	0.074	0.004	0.004	0.004
160	50	0.084	0.084	0.084	0.004	0.004	0.004
180	50	0.093	0.093	0.093	0.004	0.004	0.004
200	50	0.103	0.103	0.103	0.004	0.004	0.004
220	50	0.114	0.114	0.114	0.004	0.004	0.004
240	50	0.121	0.121	0.121	0.004	0.004	0.004
260	50	0.133	0.133	0.133	0.004	0.004	0.004
280	50	0.143	0.143	0.143	0.004	0.004	0.004
300	50	0.154	0.154	0.154	0.004	0.004	0.004
320	50	0.162	0.162	0.162	0.004	0.004	0.004
340	50	0.178	0.178	0.178	0.004	0.004	0.004
360	50	0.186	0.186	0.186	0.004	0.004	0.004
380	50	0.186	0.186	0.186	0.004	0.004	0.004
400	50	0.199	0.199	0.199	0.004	0.004	0.004
420	50	0.208	0.208	0.208	0.004	0.004	0.004
440	50	0.216	0.216	0.216	0.004	0.004	0.004
460	50	0.227	0.227	0.227	0.004	0.004	0.004
480	50	0.240	0.240	0.240	0.004	0.004	0.004
500	50	0.252	0.252	0.252	0.004	0.004	0.004
520	50	0.251	0.251	0.251	0.004	0.004	0.004
540	50	0.276	0.276	0.276	0.004	0.004	0.004
560	50	0.278	0.278	0.278	0.004	0.004	0.004
580	50	0.289	0.289	0.289	0.004	0.004	0.004
600	50	0.302	0.302	0.302	0.004	0.004	0.004
620	50	0.307	0.307	0.307	0.004	0.004	0.004
640	50	0.331	0.331	0.331	0.004	0.004	0.004
660	50	0.330	0.330	0.330	0.004	0.004	0.004
680	50	0.338	0.338	0.338	0.004	0.004	0.004
700	50	0.345	0.345	0.345	0.004	0.004	0.004
720	50	0.354	0.354	0.354	0.004	0.004	0.004
740	50	0.376	0.376	0.376	0.004	0.004	0.004
760	50	0.371	0.371	0.371	0.004	0.004	0.004
780	50	0.393	0.393	0.393	0.004	0.004	0.004
800	50	0.407	0.407	0.407	0.004	0.004	0.004
820	50	0.391	0.391	0.391	0.004	0.004	0.004
840	50	0.418	0.418	0.418	0.004	0.004	0.004
860	50	0.423	0.423	0.423	0.004	0.004	0.004
